DoB,UID,address,ethnic_group,gender,join_date
1994-08-09,41770327465298,M34 5,A,F,2003-05-19
1958-12-18,22783391635760,M38 0,C,F,1973-12-19
1966-01-05,30162794592832,M45 8,X,M,1995-12-06
1947-04-12,71296620824634,M33 3,D,F,1989-08-31
1972-12-06,95289482407006,M24 4,A,M,1975-02-10
1949-07-23,26668842538115,M28 3,B,F,1986-12-24
2003-02-05,60112788920762,M14 5,X,M,2004-09-27
1938-03-08,76506971507709,M22 5,A,F,1948-03-04
1970-06-14,51327636523240,M24 2,F,F,1987-06-09
1993-05-07,66286803864195,M29 8,A,M,1997-04-09
1938-03-24,13287034251877,M25 9,C,M,2007-11-28
1937-10-20,21486284417421,M4 1,B,F,2013-04-19
1954-06-26,10767898836349,M40 8,X,F,1959-10-31
1934-01-10,86342972262785,M33 5,D,M,1971-07-28
1983-03-14,55930805064892,M19 3,A,F,1995-06-29
1945-02-01,19727955078072,M18 8,F,M,1977-11-03
1961-11-15,68185775440406,M11 4,X,M,1980-12-05
1965-04-21,5964198012824,M40 0,F,F,1976-08-16
1979-08-25,55951336035748,M6 5,C,F,1981-05-23
1972-02-01,68954623592788,M38 0,A,M,1989-02-02
1957-04-13,72171820480900,M21 9,F,M,1961-10-01
1992-01-01,77002125928077,M3 3,A,F,2004-03-30
1969-07-02,15985324489701,M1 3,X,M,2015-06-11
1998-03-06,12788195680567,M40 0,B,M,2001-06-08
1967-08-04,43484381100742,M38 0,B,M,2005-02-09
1971-07-21,75253203929663,M22 0,B,F,2003-11-17
1939-05-10,61689717035090,M40 8,X,M,1949-08-02
1942-03-27,49031928740427,M20 1,F,F,1960-07-13
1953-10-16,86848927516177,M19 1,C,F,1961-04-04
2000-04-05,6509915902446,M4 6,X,M,2001-09-15
1979-04-07,92277374687393,M40 1,A,M,1997-11-03
1976-12-16,8042835989695,M9 0,F,M,1987-11-06
1986-05-24,35126416203123,M22 5,B,F,2007-07-09
1960-01-11,13777447326029,M7 3,D,F,1995-10-03
1963-10-22,24746590742381,M34 6,C,F,2008-02-12
1943-04-13,915738066027,M28 1,D,M,2015-03-19
1973-12-25,38401063141347,M11 4,C,M,1976-03-14
1958-06-04,47751428237079,M25 9,A,F,1960-02-10
1935-09-20,76572518308877,M4 1,X,M,1988-11-29
1942-06-11,10592496268019,M34 5,A,F,1986-08-05
1959-02-20,51439188348020,M35 0,A,M,1994-05-17
1938-01-12,7466980427118,M34 3,F,F,1985-09-23
1973-08-21,20218383727605,M4 1,B,F,1988-09-10
1939-11-15,69268356583853,M27 0,C,M,2004-09-19
2005-09-11,63416095985002,M41 7,C,F,2008-03-18
1981-02-06,46858869431944,M20 1,F,F,1991-07-21
1955-07-07,48584142753187,M28 1,D,F,2000-04-08
1937-10-05,75954754724879,M40 2,A,M,2011-07-20
1972-04-23,53704063184648,M46 0,F,M,2011-01-13
1980-10-14,62558506622643,M8 9,D,F,1991-06-23
1945-08-28,26685548134127,M7 2,F,M,1965-08-16
1972-07-14,89714813285146,M19 3,D,F,2007-07-17
1973-03-03,1549245265119,M33 5,D,M,1981-06-01
1940-07-15,61607394531375,M27 9,D,F,1948-06-05
1992-05-22,90435217417170,M25 3,X,M,2015-04-30
1961-08-12,87710007256876,M2 2,A,F,1968-04-23
1960-04-13,19319889420170,M33 5,A,F,1982-08-09
1966-04-26,98070619721294,M45 7,B,M,1995-04-18
1943-05-26,99144844786483,M28 1,A,M,1995-08-25
2004-05-27,18082743968749,M20 6,C,M,2010-06-20
1938-06-06,11005033690671,M23 9,X,M,1989-02-19
1944-09-28,8383891785058,M26 3,A,F,1997-05-12
1948-07-26,82364079883226,M19 3,D,F,2011-09-25
1999-10-12,9290880027359,M1 3,B,M,2006-01-08
1990-06-07,6382688111349,M15 5,C,F,1990-08-16
1995-06-29,3766374247682,M25 3,D,F,2005-03-07
1987-04-24,96228728627781,M28 2,X,M,1987-06-06
1984-03-16,80851990990794,M8 5,D,F,2005-09-14
1945-11-03,57285638940390,M45 7,D,M,1948-06-04
1946-09-20,30569964166973,M44 6,X,F,2014-09-14
2003-04-20,73086635786699,M9 0,F,M,2008-01-18
1973-07-02,20862623206502,M25 9,D,M,1983-09-10
1997-02-20,54476169971221,M4 6,X,F,2001-11-15
1943-05-21,8075982616690,M20 1,X,F,1987-03-24
1936-09-15,33081257408450,M18 8,X,F,1990-05-27
1989-12-23,68413551281966,M40 2,A,F,2008-04-25
1967-02-24,49653934987732,M27 9,A,F,2003-11-05
1983-05-21,54294531930085,M38 0,B,M,2017-03-12
1943-08-11,89596159777668,M20 4,D,M,1972-10-04
1934-02-15,62103570582891,M20 1,B,M,1964-02-16
1964-01-29,97605661011353,M6 7,C,M,1987-04-12
1987-09-03,71995527075431,M3 6,X,M,2016-12-06
1977-04-07,62065307542594,M14 7,D,M,1984-01-23
1968-10-03,94975466075781,M3 3,D,M,2015-09-02
2004-04-23,48058411475831,M12 5,D,M,2006-12-28
1963-08-03,11601820813521,M27 8,C,F,1973-09-18
2000-12-06,74339187365502,M9 0,D,F,2004-09-08
1996-06-28,83628603415830,M8 9,F,M,2005-08-20
1943-05-16,19645414619068,M27 0,X,F,1957-03-20
1998-12-13,12235702209696,M23 9,F,M,2006-01-12
2005-02-28,83172399943811,M3 6,X,F,2006-02-11
1985-07-22,39893614559160,M8 5,B,F,1989-07-06
1939-02-23,68905000106234,M20 4,A,F,1948-09-18
1977-03-31,28443478873412,M40 0,C,M,1987-03-11
1952-12-25,95005244273009,M8 5,A,F,1967-06-01
1943-01-18,36846130689000,M22 0,F,M,1993-10-27
2006-01-14,8814731977123,M11 4,B,F,2016-06-25
1976-03-26,51035855564507,M27 8,A,F,1978-12-30
1990-10-23,19945208146077,M34 3,A,M,2014-10-08
1965-06-28,5539059891395,M40 2,A,F,1987-11-30
1972-09-15,27250169252902,M40 7,X,F,2011-02-24
1949-12-21,93250275141076,M20 1,F,F,1956-09-04
1949-06-17,26782572707131,M14 7,C,F,1985-04-22
1999-08-29,14369745578051,M27 8,X,F,2007-04-09
1998-04-23,81822447824708,M28 2,B,F,2001-12-27
1979-04-26,51484652992349,M18 8,B,F,1997-04-24
1940-11-13,96588651003278,M33 3,C,M,1958-07-21
1967-08-04,17998829298998,M34 3,X,F,1975-03-09
1980-12-15,133017366065,M7 3,X,M,1987-10-10
1993-01-26,56445978992165,M40 7,A,M,2010-06-04
1974-10-26,85615348828159,M34 3,D,M,2005-04-24
1983-09-01,26046235513015,M18 8,X,F,1990-01-25
1957-05-01,62957598711663,M12 5,F,F,1979-05-18
1953-08-27,69930503998984,M1 3,D,F,1990-02-19
1965-02-24,38083265813302,M4 6,C,M,1985-05-08
2005-10-04,96249775506156,M4 1,D,F,2013-07-03
1993-06-19,86099180837565,M60 1,C,M,2011-07-15
1969-12-05,34824219171137,M8 5,F,M,1971-02-02
1987-07-04,90222320774773,M7 2,C,M,1999-08-08
1944-07-13,38403287893103,M5 4,B,F,1974-08-23
1971-01-02,9859088793520,M20 4,D,F,2002-04-23
1993-11-11,39772106940982,M4 1,D,F,2016-04-21
1990-08-03,11694898037861,M27 8,D,F,2013-01-22
1977-01-12,89273117215283,M8 5,F,F,1988-07-05
1974-04-04,96532711662888,M28 3,X,F,2003-02-10
1997-05-20,89600069046140,M45 7,B,M,2013-09-30
1972-10-30,21691860364837,M28 2,C,F,1981-07-06
1984-07-07,35695181000502,M25 1,F,M,2000-07-10
1953-11-09,85206346086646,M20 4,X,F,2014-05-15
2006-09-26,48251762797808,M23 9,B,M,2009-12-28
1943-02-01,61047051865482,M41 7,D,F,1991-01-22
1985-05-18,7803188936625,M14 5,B,M,1994-05-24
2008-01-03,37110125967307,M25 1,B,M,2016-01-17
1989-08-06,80236857443559,M40 0,X,F,2004-06-17
1939-01-25,72871644312762,M41 7,B,M,1954-09-08
2002-12-11,1281710223346,M24 6,X,F,2006-06-14
1940-02-15,9321484524206,M34 6,C,M,1961-05-13
1999-07-26,5793782296158,M1 3,C,M,2012-06-27
1940-08-18,8743630221977,M34 6,X,M,1995-11-02
1965-11-25,28860825217709,M7 3,X,M,2007-06-30
1987-03-15,85882434554141,M18 8,D,M,2014-03-11
1973-01-01,79809495616394,M24 1,C,F,1975-07-31
1965-05-18,14815483305099,M4 5,B,F,1970-08-05
2004-07-25,21686182630505,M24 2,A,M,2007-02-22
1950-07-28,68139995290085,M7 2,D,F,1990-10-27
1946-04-22,96654744615215,M28 1,F,M,2012-03-12
1937-02-11,1132097470487,M43 7,A,F,1948-05-28
1976-09-08,32862570101042,M12 5,B,F,2000-10-20
1987-06-03,54012795118705,M21 9,A,M,2014-10-25
1943-02-22,15768052871404,M44 6,C,M,1957-03-09
1974-12-21,85716131275420,M4 6,F,F,2011-05-30
1975-06-21,74423054311490,M22 5,C,M,1982-12-27
1976-02-06,17891138083750,M6 7,C,F,2002-11-21
1984-06-09,6896710395874,M25 9,F,M,1996-01-30
1936-08-27,96721211188349,M45 8,C,F,2013-02-25
2005-07-08,37770473004948,M44 6,X,F,2009-02-23
1950-04-06,56311303887025,M40 7,C,F,1959-12-02
1988-04-02,92611219330859,M40 1,X,M,2004-04-29
1977-07-11,31744262329779,M20 1,A,F,2012-08-07
1986-03-09,3457293902577,M24 4,F,F,1989-02-15
1986-03-18,24826817085245,M14 7,C,F,2002-10-28
2000-08-26,21812190772707,M24 4,F,F,2003-01-08
1933-09-17,57538431108386,M7 3,X,F,1997-11-25
1979-01-01,98695113302840,M2 2,C,F,1985-07-22
1954-01-19,47527001897771,M90 5,F,F,1977-10-27
1947-04-22,38515236300407,M8 9,D,F,2012-09-08
1975-05-18,99276025341804,M25 1,D,M,1996-08-28
1984-01-17,65377744652745,M3 3,F,F,2012-07-05
1997-05-05,49218619237199,M18 8,D,F,2002-07-10
2000-04-26,34529031533868,M28 1,A,F,2014-10-09
1993-05-16,5638868187853,M24 2,B,M,1999-12-31
1949-04-17,93954934417211,M8 5,X,F,1999-08-29
2003-04-13,81684801731379,M8 9,D,M,2003-05-03
1982-01-24,77840309356606,M6 5,X,F,1997-10-01
1947-03-05,78317423132808,M14 5,A,F,1956-03-16
1998-07-11,11776245070495,M1 2,A,F,2014-07-22
1945-03-27,52284230519554,M18 8,A,M,2005-04-22
1986-06-04,47244623955823,M14 7,C,M,2005-07-19
1995-01-04,70202260408110,M35 0,A,F,2007-05-22
1943-01-31,2563083229572,M28 1,B,M,1954-10-07
1980-11-12,81045002898344,M24 1,A,M,1995-06-28
1952-09-04,42948471224554,M8 5,C,F,1974-06-27
1997-08-09,590663931374,M14 5,D,M,2010-11-22
1965-06-20,86992752256483,M4 1,D,F,2012-11-01
1973-09-14,36169439953108,M40 2,A,F,2002-04-30
1993-11-30,40074375788935,M27 9,A,F,1997-06-15
2007-01-26,62249196886179,M25 1,C,M,2016-03-03
1975-12-04,66933005032448,M9 4,X,F,1999-10-29
1967-02-22,15808689943608,M25 9,F,M,1969-12-30
1949-04-17,23205189666092,M33 3,B,M,1985-06-16
1996-04-09,95715336829873,M24 4,D,F,2001-08-22
1971-10-01,3162391118528,M7 4,F,M,2016-05-02
1940-04-03,61271884186711,M30 0,X,M,1947-11-10
1971-05-23,75459803291637,M26 3,B,M,2012-10-25
1943-05-03,51954377160135,M25 9,F,F,1994-07-25
1953-07-13,55451825171173,M25 1,A,F,1995-08-01
2006-05-29,78855290368384,M25 3,F,M,2012-07-05
1934-01-09,70747437151469,M1 3,D,M,1999-11-28
1993-06-09,81197873474089,M25 9,X,M,2015-10-10
1977-03-23,90239183713764,M1 2,A,M,1987-09-02
2002-08-23,5082617185779,M25 9,F,F,2010-07-10
1971-09-30,22702689293810,M19 1,X,F,1987-09-12
1962-01-21,64512903711225,M19 3,D,M,1980-09-20
2000-02-15,97937248367249,M34 6,F,M,2008-01-19
1951-08-16,73706542693155,M6 7,F,F,2007-08-29
1978-05-28,49198588560456,M25 9,F,M,1997-05-03
1937-07-12,50101881850129,M28 3,B,M,1962-09-11
1952-07-05,38008693531027,M27 9,C,M,1969-06-29
1957-10-13,32759507673921,M28 1,X,F,2012-12-29
1957-07-16,4288527229168,M24 6,F,F,1958-09-25
1973-02-20,55715804642433,M28 3,X,M,1981-11-11
1987-08-26,78621166470139,M14 5,F,M,2013-05-30
1960-06-28,54314990479916,M19 3,A,F,2001-05-30
1961-10-07,26785500434882,M5 4,B,M,2006-10-26
1998-01-05,92459509218718,M20 6,B,M,2007-11-10
1999-01-22,85335150187887,M7 3,C,F,1999-01-28
1948-04-03,8363426889154,M34 5,A,F,2014-10-03
1951-04-15,14308904007859,M44 6,B,M,1959-04-20
1962-07-31,37145446307002,M24 4,A,M,1976-04-22
1952-03-23,20926455586567,M35 0,C,M,1970-04-19
1987-02-23,7322807721813,M22 9,B,M,2004-11-30
2001-04-08,20736270788870,M22 9,B,M,2011-01-13
2007-04-12,52517992910438,M15 5,C,M,2017-04-09
1967-05-14,82124915129746,M19 1,D,F,2016-07-19
1964-09-12,44859930760042,M4 5,X,F,1971-06-26
1987-05-23,4359694332357,M7 3,D,M,2010-02-01
1991-01-22,16237878441019,M5 4,X,F,1993-05-13
1994-04-13,33215419871863,M33 6,C,M,1994-06-27
1939-05-27,42584573465636,M40 7,X,M,1961-05-13
1951-12-31,44659663298071,M18 7,F,F,1961-09-28
2002-04-30,84341981829705,M2 2,X,M,2009-01-30
1953-05-26,29536941761923,M25 3,C,M,1985-01-01
2005-04-19,91101312135377,M4 6,B,M,2015-09-28
1967-02-17,79198722997644,M7 2,F,F,1987-01-08
1934-10-15,66125184229921,M9 4,A,M,1994-03-24
1944-11-04,54903629618110,M3 6,F,F,1983-02-07
1992-10-31,59457695546837,M33 5,X,M,2015-11-17
1952-05-29,38968071631192,M23 9,B,F,1982-07-27
1978-02-27,68137726515907,M24 2,A,M,1999-06-26
1951-04-26,33050652014143,M28 2,C,F,1978-03-29
1996-12-16,55358113784720,M8 9,D,M,2004-04-27
1948-07-29,60218146141099,M28 1,F,F,1964-09-04
1947-03-19,55425095021555,M22 9,F,F,1948-09-21
2004-03-17,89432711675854,M4 1,F,M,2010-09-11
2007-01-31,72808978770682,M40 2,D,M,2012-12-24
1968-07-19,59761017086293,M20 1,F,M,1983-10-17
1978-12-23,64832760157456,M22 9,C,M,1992-04-23
1990-10-08,84120702496032,M27 8,B,F,2006-08-30
1990-07-10,62172618752277,M20 4,X,M,2000-04-16
1987-08-07,81153023223223,M9 4,F,F,1996-06-18
1987-08-30,28411810457620,M45 7,X,F,2016-03-09
1987-09-23,87673571414301,M46 0,B,F,1999-11-22
1960-04-23,85598860541187,M19 1,F,F,1999-12-17
1986-06-18,71413075553231,M25 3,D,F,2003-03-14
1964-03-12,47121196151998,M27 9,A,F,2001-08-27
1952-03-02,78849004158658,M23 9,D,F,1989-05-23
1979-03-13,97362583186874,M34 6,A,F,2015-04-21
1941-03-29,46256100525016,M22 5,C,F,1985-05-26
1935-04-10,73863704851296,M24 4,X,F,1953-02-05
1959-12-13,25180505216169,M22 9,A,M,1986-01-18
1935-12-22,22076282797840,M20 6,X,F,2017-05-26
2004-03-29,25360805447979,M20 6,D,M,2011-02-15
1999-11-01,52146387319520,M24 2,A,M,2011-01-26
1984-09-03,95077576138940,M25 9,C,F,2005-07-26
1956-02-09,23234211219186,M24 2,B,M,2004-08-22
1965-12-10,14937777212535,M20 1,D,F,2004-03-11
1946-10-09,59083795241928,M11 4,F,F,1950-04-26
1980-07-12,49036062304042,M2 2,F,M,1993-12-04
1981-04-23,40533707248731,M38 0,X,M,2008-11-04
1988-08-27,65941721959770,M26 3,X,F,1993-05-04
1985-06-17,94643619718401,M44 6,A,F,1996-09-18
1944-05-16,73423320901103,M45 8,F,F,1949-02-28
1998-09-14,89452894673313,M8 5,F,F,2003-07-31
1997-01-14,73326938851470,M29 8,B,F,2010-10-12
1951-06-28,42720094672348,M22 0,F,F,1965-02-16
1962-03-13,99054700188661,M34 5,A,M,1994-03-05
2005-07-10,27686808574386,M9 4,A,M,2013-09-28
1972-05-26,98754153282074,M29 8,C,F,2003-07-22
1994-11-24,65857696556216,M20 4,B,F,1997-04-28
1975-12-30,73717350436339,M27 8,B,F,2014-08-08
1963-01-14,73384960141382,M22 0,C,F,1982-06-19
1980-09-28,47326363662022,M2 2,D,M,2004-10-10
1960-06-14,17489816989749,M14 5,B,M,2014-06-26
1957-02-24,63201267606919,M25 3,A,M,1993-10-02
1985-03-13,82063583595406,M34 6,F,F,2007-12-24
1987-04-18,10922016800325,M41 7,A,M,1991-04-26
1999-11-11,9918712075820,M24 4,D,M,2015-08-15
1987-03-25,68431869192237,M18 7,X,F,1990-07-05
1985-09-02,27344193387730,M18 8,C,F,2017-07-18
1959-10-25,81893814057295,M27 0,B,F,2017-04-26
1948-12-22,30823397089009,M24 2,C,F,1972-10-17
2005-09-02,69452670390751,M22 5,F,M,2017-05-09
1963-03-26,51691522400494,M29 8,B,M,2014-04-01
1948-08-14,22381002868737,M4 1,D,F,1977-03-28
2000-12-23,29971614482657,M33 5,D,M,2010-11-20
1950-04-01,94457433033933,M28 2,F,M,1964-11-29
2004-07-28,37030016496924,M20 1,A,F,2014-06-28
1963-04-22,27719610303985,M3 6,B,M,2002-03-10
1970-11-15,15874314628634,M27 8,X,M,2000-10-30
1988-02-28,31373317782443,M19 1,C,M,2010-08-21
2000-11-05,76538716503896,M6 7,C,M,2009-02-15
1971-08-03,76602251584523,M90 5,C,F,1989-07-03
1939-06-14,90692348239474,M33 3,F,M,2010-12-17
1967-01-18,88728145426505,M29 8,X,F,1970-07-29
1982-10-09,42459196452622,M20 1,C,M,1987-06-04
2006-05-28,3080717489488,M20 4,X,F,2013-03-14
1946-01-03,85947885230187,M25 3,X,F,1947-05-26
2001-06-02,35314939635840,M24 6,D,F,2003-01-05
1960-02-20,235569682790,M40 0,F,M,2006-04-20
1953-01-03,43189892070049,M20 4,B,F,1994-12-20
1974-05-17,4275784199536,M5 4,A,M,2008-12-20
1999-11-25,83552734605703,M22 0,F,F,2007-03-05
1948-08-06,29856665811455,M5 4,F,F,1996-06-23
1992-09-30,39015120245202,M1 2,X,M,2015-09-13
1990-08-29,83342596862385,M27 9,C,M,2013-03-13
1959-02-03,2821653798860,M14 5,X,M,2002-08-14
1935-07-13,49436997536579,M23 9,D,M,1941-10-26
1942-11-18,74401932337163,M33 5,D,F,1996-07-02
1970-01-30,85726799151140,M7 4,A,M,2007-12-08
1946-03-01,92216320230838,M34 3,A,M,1998-03-15
1999-07-27,9697752192358,M6 7,X,F,2000-12-25
1970-05-25,62272891398168,M45 8,D,M,2001-05-19
2002-08-01,47812274429763,M4 1,D,M,2003-06-17
1966-02-19,18148858594843,M35 0,B,F,1986-01-19
2005-07-01,56510933476133,M34 5,D,M,2013-07-24
1975-04-19,72765011983741,M40 0,A,M,1980-12-21
1971-08-01,86379887352043,M18 8,B,F,2016-03-29
1986-01-12,99289832827425,M19 1,C,F,1987-05-20
2007-05-02,46794190014391,M20 1,A,F,2009-07-31
1950-03-05,8471293939805,M7 4,B,M,2001-01-28
2004-04-14,4668780173175,M24 2,F,F,2005-01-29
2006-11-19,41876821326002,M20 1,F,F,2016-04-22
1936-12-11,40371923507367,M1 2,D,M,1938-05-25
1991-06-15,64563817450946,M14 5,C,F,2011-09-20
1983-06-22,78203241331158,M23 9,F,F,2005-08-06
1970-12-21,2580917329546,M23 9,B,F,1986-01-22
1934-07-11,94432516569799,M26 3,D,M,1952-08-08
1996-08-31,20382698021938,M11 4,A,M,2016-09-21
1987-04-20,53007850782689,M25 3,B,F,2004-11-25
1939-10-18,78010760307066,M4 6,A,M,1953-11-02
1941-02-11,94218098520276,M9 0,C,F,1968-02-14
1951-02-17,46471874947259,M34 6,B,F,1956-03-19
1976-12-14,25591581607471,M25 1,B,F,2007-05-14
1933-11-03,75458637713511,M40 7,A,M,1998-08-14
1996-11-20,59878612781674,M26 3,F,M,2002-06-25
2001-02-06,53377481990697,M40 1,C,M,2004-11-04
1967-08-28,49824257113774,M29 8,C,M,1976-04-21
1979-07-15,11606375689208,M38 0,B,F,1985-05-21
1940-02-12,53440607097001,M28 2,A,F,2012-12-12
1984-08-11,73666983034121,M8 5,A,F,1993-01-08
1965-01-06,85750481593432,M60 1,D,F,1982-02-09
1963-03-26,83041702119873,M14 5,F,F,2003-07-16
1943-12-10,71188561345499,M33 3,D,M,1957-04-05
1946-03-09,32065176550666,M27 0,X,F,1967-10-28
1995-12-31,77251812258414,M27 8,D,F,2015-03-13
1969-05-23,50747484674045,M60 1,A,M,1975-04-10
1957-12-30,33283085774364,M40 8,A,M,1992-09-20
1964-12-03,1196764808587,M7 3,C,F,2003-06-07
1974-09-03,51505610939136,M40 1,C,M,2009-09-12
2001-12-17,88280705500745,M9 4,C,F,2011-06-09
1939-02-13,2579650679068,M44 6,A,M,1947-05-06
1952-05-05,83777117770761,M12 5,A,M,1980-02-07
1948-05-15,12608509590453,M40 7,A,M,1981-12-14
1939-04-19,30086205589402,M45 7,D,M,1998-03-03
1959-03-12,22290080614592,M4 1,D,F,1997-10-05
1933-03-23,10974019151673,M15 5,D,F,1933-08-28
1970-08-22,54541676683128,M7 2,X,F,2000-10-31
1943-11-22,33234049287971,M45 8,F,M,1981-03-10
1970-05-01,92925406306770,M41 7,F,M,1975-01-08
1996-12-11,97037054093223,M12 5,D,F,2011-02-03
1938-12-08,69956135991746,M4 6,C,F,2011-05-16
1983-10-09,57583921206367,M34 3,A,F,1985-07-22
1980-01-18,97283308979660,M20 4,B,F,2003-01-30
1969-08-30,77906293462442,M26 3,D,M,2010-09-19
1981-04-24,68101051984226,M45 8,B,M,2015-04-03
1942-05-29,32121325248777,M14 5,X,M,1986-01-19
1977-05-16,25447438286506,M3 3,A,F,1981-07-15
1980-03-17,74601295111767,M14 7,D,M,1987-01-13
1934-10-03,10238479246073,M30 0,C,M,1976-01-30
1936-04-02,74760837182804,M14 7,F,F,1953-04-26
1965-07-31,98138831675006,M20 1,A,M,2011-10-03
1965-03-26,43717408021209,M41 7,A,M,1972-03-08
1992-07-21,5923846337303,M18 8,F,M,1995-01-25
1955-07-30,85509106112717,M40 1,A,M,1958-03-24
1988-12-03,99780258687598,M7 4,X,M,2005-11-13
1943-03-13,23468173659091,M30 0,A,F,1960-08-23
1997-02-03,12133064629376,M40 8,C,M,2012-09-21
1962-10-03,20923760923700,M44 6,D,F,2014-01-27
1979-07-26,93463259148211,M33 6,D,M,1997-05-22
1936-11-07,15329608350796,M22 5,F,F,1983-10-31
1956-04-19,33848626787398,M15 5,F,M,1989-12-31
1977-03-01,93445709736408,M40 1,A,F,2015-09-26
1963-07-15,34598565902954,M7 4,D,F,1991-04-16
1985-05-28,58449935240029,M4 6,C,M,2013-02-07
1992-02-08,13322788453593,M90 5,C,M,2016-10-24
1978-04-03,82630187540711,M4 1,F,M,2010-12-16
1966-05-18,66953522835614,M30 0,X,F,1990-12-01
1974-03-09,30751411753409,M11 4,D,M,1976-12-14
1971-07-12,62102723262474,M34 6,A,M,1973-11-17
1943-07-31,50677196182149,M28 2,D,M,2014-01-25
1955-12-01,65295357833730,M33 5,B,M,1972-04-26
1952-09-20,3326888554413,M20 4,B,M,1961-12-20
1982-10-13,20785243141568,M41 7,C,M,2014-10-05
1941-09-13,55117587096288,M25 1,X,F,1991-08-22
1985-08-27,24011465206871,M19 3,A,F,1998-11-04
1979-08-16,96529247836849,M22 5,A,F,1990-02-15
1958-04-24,69011811092988,M28 3,D,M,1962-08-22
1993-02-28,45952461828755,M20 4,X,F,1993-05-25
1966-05-20,72531102560049,M25 9,B,M,1976-03-13
2004-05-23,69410326668253,M60 1,A,F,2014-10-14
1993-08-11,64997008737064,M45 7,C,F,2000-09-15
1933-03-16,14119824831644,M3 3,D,M,1962-06-12
2004-03-21,41874199992435,M5 4,F,M,2017-05-05
1969-09-26,776323969317,M3 3,B,F,1973-12-13
2003-11-11,5643689641088,M7 2,F,F,2009-09-03
2006-03-31,15461845787948,M20 6,D,M,2008-12-23
1969-02-14,81128050966554,M2 2,B,F,1982-12-11
1999-02-21,66062177564135,M14 7,X,M,2005-06-13
1983-12-22,62167915322668,M40 1,D,F,1990-05-02
1980-08-02,16933390721950,M3 3,A,F,1980-09-05
1985-05-25,44800751057546,M29 8,A,F,1999-11-24
1948-11-17,19482070625516,M34 6,X,M,1952-08-06
2003-12-23,69880326805489,M29 8,C,M,2015-10-15
1933-11-19,6409857118745,M7 2,C,F,1943-06-03
1951-01-13,13379404604251,M24 4,A,F,2010-04-01
1994-02-12,91875399999946,M25 3,X,F,2008-05-02
1996-09-24,57652440301508,M4 1,C,M,2017-10-14
1978-02-01,41683397033273,M18 7,A,M,1979-06-08
1953-05-18,37571693581320,M27 8,B,M,2015-05-28
2004-06-27,90862092110909,M21 9,A,F,2005-12-27
1951-03-17,29785300846527,M45 8,B,M,1992-06-14
1973-02-04,22191063527096,M22 0,A,F,1983-11-05
1996-06-28,42927477641397,M23 9,F,F,2000-01-02
1961-11-26,85843147109310,M18 8,X,F,2009-06-30
1957-12-30,42743347146366,M21 9,F,F,1994-08-30
1955-05-09,6369047872617,M15 5,F,F,1994-02-17
2004-07-02,33219560663555,M34 5,D,M,2015-05-15
1973-02-16,91011872769227,M7 4,F,M,1973-04-20
1945-01-11,11114503981860,M3 6,D,M,1954-05-17
1941-02-18,78287759496324,M22 5,B,F,1945-05-07
1939-08-27,5394486409514,M14 5,A,M,1942-09-28
2007-07-25,38452636189258,M34 6,A,F,2012-02-11
1940-07-02,75013821401986,M15 5,F,F,2000-06-29
1940-01-14,87767378691355,M19 3,A,F,2005-02-17
1945-07-10,48247779714004,M33 6,D,M,1962-08-20
1990-05-29,83447253401042,M20 1,X,F,2003-01-24
1970-07-04,74812602101258,M25 9,F,F,2009-06-20
1954-03-11,93337729246621,M24 6,X,M,1967-10-26
1946-03-22,60226285929854,M15 5,C,F,1976-05-06
1939-12-14,63826794669146,M9 4,F,F,1991-06-03
1972-10-11,11080844721809,M27 9,F,M,1982-08-21
1976-03-17,16905471981490,M41 7,F,M,2009-12-16
1999-06-22,13865173838156,M20 1,C,F,2012-01-30
1985-01-19,86293056995029,M6 7,X,F,2004-07-21
1977-10-17,21289786975900,M4 5,C,F,2001-12-27
2000-01-05,45801995188125,M14 5,A,M,2007-03-01
1970-12-07,19375643680859,M20 4,C,M,1983-04-27
1988-10-30,12239516989323,M12 5,B,M,1991-09-02
1991-05-10,37908510823009,M24 1,C,M,1997-07-13
1949-11-20,47794792946813,M34 5,A,M,1960-08-26
1994-12-26,91983778521876,M9 0,X,F,2017-11-16
1966-01-01,638681388872,M25 3,D,F,1975-06-19
1933-06-14,25535585527374,M20 1,D,M,1958-11-14
1937-04-18,60979534393923,M90 5,C,F,1944-08-04
1984-05-16,85594356365106,M19 1,C,F,1989-09-15
1979-12-16,25571154016553,M45 8,F,F,1995-09-25
1951-12-11,48268467964269,M25 9,C,F,1957-05-17
1940-09-01,20497207184784,M20 1,D,M,1944-06-20
1957-06-23,98699174670205,M4 1,F,M,2006-08-22
1973-08-15,26596342278010,M1 2,B,M,2003-11-29
1933-05-06,55124423933974,M6 7,B,M,1961-07-12
1980-07-21,47583851716706,M45 8,B,M,2007-06-05
1980-10-22,8064407415002,M6 5,X,F,2002-12-25
1937-04-21,71949886598902,M28 2,F,M,2003-01-09
1999-07-01,26777995182251,M9 4,A,M,2017-08-03
1937-10-03,58209509378424,M27 8,D,F,2009-11-01
2005-10-17,46108292328355,M27 0,F,F,2015-01-09
2004-04-02,50895751454197,M1 2,B,F,2005-08-03
2005-11-11,69735231264377,M14 7,F,F,2012-03-23
1990-08-22,25662935120804,M19 3,F,F,1999-01-29
1996-04-11,90977226552301,M14 7,A,F,2013-11-14
1972-02-19,93148184067208,M45 8,F,M,2004-12-04
